Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Fayette,11/01/2020,8,12.3,1103,129274,6.2,9.5,853.2,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Washington,08/07/2020,5,11.7,834,206865,2.4,5.7,403.2,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Allegheny,11/27/2020,679,624.6,27518,1216045,55.8,51.4,2262.9,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Wyoming,01/31/2021,3,6.9,1064,26794,11.2,25.6,3971,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Clarion,02/10/2021,10,9.6,2603,38438,26,24.9,6771.9,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Mifflin,04/17/2021,14,9.9,4983,46138,30.3,21.4,10800.2,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Mifflin,04/13/2021,10,8.1,4935,46138,21.7,17.6,10696.2,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Sullivan,02/05/2021,3,2.4,290,6066,49.5,40,4780.7,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Lycoming,04/16/2021,46,39.1,10925,113299,40.6,34.5,9642.6,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Cumberland,12/18/2020,215,190.3,8756,253370,84.9,75.1,3455.8,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Sullivan,01/27/2021,1,4.7,262,6066,16.5,77.7,4319.2,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Sullivan,02/07/2021,1,1.3,291,6066,16.5,21.2,4797.2,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Blair,10/08/2020,6,15.3,860,121829,4.9,12.5,705.9,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Erie,02/05/2021,62,81.4,16016,269728,23,30.2,5937.8,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Columbia,02/26/2021,16,9.6,4623,64964,24.6,14.7,7116.2,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Cameron,04/10/2021,0,0.6,283,4447,0,12.8,6363.8,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Erie,07/30/2020,20,12.3,936,269728,7.4,4.6,347,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Sullivan,03/11/2021,0,0.3,316,6066,0,4.7,5209.4,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Cambria,07/22/2020,11,6,206,130192,8.4,4.6,158.2,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Erie,01/04/2021,150,130.6,12396,269728,55.6,48.4,4595.7,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Warren,01/30/2021,2,11.1,2026,39191,5.1,28.4,5169.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Pike,02/19/2021,20,11.3,2445,55809,35.8,20.2,4381,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Beaver,11/18/2020,92,59,3125,163929,56.1,36,1906.3,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Butler,09/29/2020,12,7.7,1086,187853,6.4,4.1,578.1,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Huntingdon,04/25/2021,6,10.4,4845,45144,13.3,23.1,10732.3,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Sullivan,01/02/2021,1,2.4,158,6066,16.5,40,2604.7,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Luzerne,12/02/2020,327,206,10495,317417,103,64.9,3306.4,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Northampton,02/09/2021,108,131.7,24837,305285,35.4,43.1,8135.7,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Lycoming,10/09/2020,12,13.7,841,113299,10.6,12.1,742.3,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Clearfield,11/23/2020,45,55.7,1350,79255,56.8,70.3,1703.4,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Somerset,03/16/2021,15,8.9,6816,73447,20.4,12.1,9280.2,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Erie,11/10/2020,91,65.3,2858,269728,33.7,24.2,1059.6,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Allegheny,01/13/2021,489,645.9,62853,1216045,40.2,53.1,5168.6,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Sullivan,02/10/2021,5,2,297,6066,82.4,33,4896.1,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Clarion,02/28/2021,1,5,2701,38438,2.6,13,7026.9,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Blair,04/13/2021,52,43.6,11744,121829,42.7,35.8,9639.7,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Clearfield,01/07/2021,99,74.4,4705,79255,124.9,93.9,5936.5,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
McKean,03/13/2021,2,3.9,3108,40625,4.9,9.5,7650.5,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Pike,02/05/2021,24,13.9,2247,55809,43,24.8,4026.2,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Bradford,01/06/2021,28,34.7,3384,60323,46.4,57.5,5609.8,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Butler,10/08/2020,24,17.3,1242,187853,12.8,9.2,661.2,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Lycoming,02/20/2021,18,33.9,9141,113299,15.9,29.9,8068,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Clarion,03/26/2021,4,6,2822,38438,10.4,15.6,7341.7,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Monroe,12/11/2020,83,88.3,4604,170271,48.7,51.9,2703.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Chester,07/31/2020,42,42,4935,524989,8,8,940,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Sullivan,04/09/2021,4,1.7,361,6066,65.9,28.3,5951.2,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Columbia,04/20/2021,29,19.1,5291,64964,44.6,29.5,8144.5,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Butler,07/03/2020,9,7,342,187853,4.8,3.7,182.1,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Pike,04/03/2021,14,22,3248,55809,25.1,39.4,5819.8,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Tioga,02/21/2021,3,3.7,2441,40591,7.4,9.2,6013.6,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Wyoming,02/09/2021,7,4.3,1105,26794,26.1,16,4124.1,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
York,09/11/2020,132,54.1,4136,449058,29.4,12.1,921,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Northampton,03/31/2021,138,150,30661,305285,45.2,49.1,10043.4,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Bucks,04/19/2021,278,258,56366,628270,44.2,41.1,8971.6,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Clarion,01/16/2021,11,13.4,2345,38438,28.6,34.9,6100.7,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Westmoreland,12/08/2020,212,308.3,11925,348899,60.8,88.4,3417.9,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Crawford,04/12/2021,9,10.3,6798,84629,10.6,12.2,8032.7,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Bedford,08/22/2020,1,1.1,162,47888,2.1,2.4,338.3,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Jefferson,04/19/2021,8,8.9,3162,43425,18.4,20.4,7281.5,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Lycoming,12/21/2020,95,138.7,5149,113299,83.8,122.4,4544.6,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Venango,10/05/2020,5,2.3,112,50668,9.9,4.5,221,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Butler,10/10/2020,12,19.7,1283,187853,6.4,10.5,683,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Clarion,01/03/2021,2,21,2106,38438,5.2,54.6,5479,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Cumberland,12/31/2020,92,125.4,10539,253370,36.3,49.5,4159.5,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Somerset,12/17/2020,123,126.7,3837,73447,167.5,172.5,5224.2,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Allegheny,03/14/2021,129,242.7,80009,1216045,10.6,20,6579.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Centre,01/03/2021,21,64.1,9307,162385,12.9,39.5,5731.4,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Huntingdon,11/07/2020,9,22.9,1204,45144,19.9,50.6,2667,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Wyoming,04/27/2020,0,0.1,19,26794,0,0.5,70.9,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Clinton,05/30/2020,0,0.9,56,38632,0,2.2,145,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Sullivan,01/20/2021,2,4.4,229,6066,33,73,3775.1,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Clearfield,10/24/2020,10,7.9,482,79255,12.6,9.9,608.2,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Butler,10/01/2020,23,11,1121,187853,12.2,5.9,596.7,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Mercer,03/04/2021,24,24.4,8250,109424,21.9,22.3,7539.5,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Clarion,03/13/2021,2,5.1,2756,38438,5.2,13.4,7170,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Butler,01/31/2021,54,68.1,12845,187853,28.7,36.3,6837.8,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Union,04/11/2021,14,15.7,5594,44923,31.2,35,12452.4,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
McKean,12/26/2020,23,34.1,1596,40625,56.6,84,3928.6,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Luzerne,10/02/2020,15,12,4212,317417,4.7,3.8,1327,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Juniata,03/16/2021,5,2.4,1875,24763,20.2,9.8,7571.8,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Washington,08/20/2020,12,8.4,958,206865,5.8,4.1,463.1,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Erie,07/28/2020,22,11.9,902,269728,8.2,4.4,334.4,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Wayne,02/26/2021,11,12,3064,51361,21.4,23.4,5965.6,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Westmoreland,10/01/2020,39,25.6,2382,348899,11.2,7.3,682.7,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Indiana,02/27/2021,8,9.9,5074,84073,9.5,11.7,6035.2,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Washington,03/28/2021,74,67,14965,206865,35.8,32.4,7234.2,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Berks,11/04/2020,86,95.6,10070,421164,20.4,22.7,2391,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Northumberland,01/24/2021,39,46.6,6602,90843,42.9,51.3,7267.5,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Venango,09/01/2020,0,0.1,77,50668,0,0.3,152,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
McKean,10/26/2020,6,5.3,152,40625,14.8,13,374.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Perry,03/23/2021,15,12.1,3126,46272,32.4,26.2,6755.7,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Washington,12/15/2020,149,178,7061,206865,72,86,3413.3,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Chester,12/19/2020,196,276.7,17860,524989,37.3,52.7,3402,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Butler,09/13/2020,6,9,949,187853,3.2,4.8,505.2,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Erie,10/17/2020,9,12.6,1886,269728,3.3,4.7,699.2,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Pike,03/11/2021,15,14.4,2730,55809,26.9,25.9,4891.7,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Beaver,04/12/2021,80,61.7,13934,163929,48.8,37.6,8500,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Wyoming,03/20/2021,7,9.4,1283,26794,26.1,35.2,4788.4,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Clarion,01/27/2021,8,9,2450,38438,20.8,23.4,6373.9,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Wyoming,03/27/2021,7,12,1367,26794,26.1,44.8,5101.9,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Warren,12/05/2020,30,26.7,452,39191,76.5,68.2,1153.3,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Pennsylvania,04/29/2020,1486,1255,46090,12801989,11.6,9.8,360,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Greene,06/02/2020,0,0,28,36233,0,0,77.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Lehigh,09/15/2020,11,14,5458,369318,3,3.8,1477.9,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Centre,12/13/2020,61,110.7,7840,162385,37.6,68.2,4828,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Berks,06/17/2020,14,13.1,4355,421164,3.3,3.1,1034,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Beaver,06/01/2020,1,3,595,163929,0.6,1.8,363,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Indiana,01/06/2021,29,41.3,4245,84073,34.5,49.1,5049.2,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Pennsylvania,06/20/2020,466,423.9,82072,12801989,3.6,3.3,641.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Lawrence,03/22/2021,20,17.4,6430,85512,23.4,20.4,7519.4,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Bedford,08/19/2020,2,1.9,159,47888,4.2,3.9,332,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Chester,09/19/2020,42,53.1,6634,524989,8,10.1,1263.6,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Cumberland,01/19/2021,84,95.6,12889,253370,33.2,37.7,5087,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Cambria,12/27/2020,32,71.1,8591,130192,24.6,54.6,6598.7,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Lebanon,11/08/2020,42,58.6,3681,141793,29.6,41.3,2596,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Somerset,03/01/2021,2,6.1,6670,73447,2.7,8.4,9081.4,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Mifflin,04/22/2021,13,12.4,5040,46138,28.2,26.9,10923.8,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Northampton,02/05/2021,160,119.7,24267,305285,52.4,39.2,7949,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Lancaster,05/31/2020,29,40.1,3199,545724,5.3,7.4,586.2,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Cambria,12/02/2020,134,152.6,4978,130192,102.9,117.2,3823.6,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Pike,03/19/2021,24,22.9,2902,55809,43,41,5199.9,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Butler,02/26/2021,46,34,13920,187853,24.5,18.1,7410,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Tioga,01/20/2021,6,7.1,2224,40591,14.8,17.6,5479,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Washington,10/21/2020,49,26.6,1774,206865,23.7,12.8,857.6,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Fulton,03/18/2021,1,1.3,1164,14530,6.9,8.8,8011,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Butler,01/14/2021,114,126.9,11490,187853,60.7,67.5,6116.5,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Butler,05/05/2020,2,1.6,189,187853,1.1,0.8,100.6,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Erie,03/25/2021,39,31.7,18480,269728,14.5,11.8,6851.3,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Blair,01/13/2021,64,82.4,9130,121829,52.5,67.7,7494.1,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Cambria,01/27/2021,33,45.6,10696,130192,25.3,35,8215.6,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Mercer,02/24/2021,21,15.7,8057,109424,19.2,14.4,7363.1,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Warren,11/29/2020,10,14.7,275,39191,25.5,37.5,701.7,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
McKean,11/08/2020,14,5.9,221,40625,34.5,14.4,544,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Lackawanna,11/27/2020,83,66.4,5191,209674,39.6,31.7,2475.7,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Indiana,04/29/2021,17,16.3,5927,84073,20.2,19.4,7049.8,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Sullivan,04/10/2021,4,2.1,365,6066,65.9,35.3,6017.1,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Delaware,08/15/2020,58,67.6,9828,566747,10.2,11.9,1734.1,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Wayne,02/23/2021,8,9.9,3010,51361,15.6,19.2,5860.5,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
McKean,11/16/2020,18,12.4,320,40625,44.3,30.6,787.7,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Cambria,07/03/2020,4,3.4,104,130192,3.1,2.6,79.9,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Philadelphia,11/16/2020,742,856.1,51360,1584064,46.8,54,3242.3,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Berks,04/13/2020,99,125.6,1252,421164,23.5,29.8,297.3,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Bradford,11/20/2020,24,46.4,1704,60323,39.8,77,2824.8,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Sullivan,03/05/2021,0,0.4,314,6066,0,7.1,5176.4,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Cumberland,01/29/2021,110,174.9,14353,253370,43.4,69,5664.8,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Indiana,02/19/2021,6,9.9,5000,84073,7.1,11.7,5947.2,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Tioga,03/10/2021,4,3.7,2507,40591,9.9,9.2,6176.2,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Cumberland,04/28/2021,46,50.3,19563,253370,18.2,19.8,7721.1,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Fayette,01/05/2021,300,118.1,7824,129274,232.1,91.4,6052.3,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Lehigh,04/23/2021,170,128,37532,369318,46,34.7,10162.5,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Sullivan,01/10/2021,0,3.9,186,6066,0,63.6,3066.3,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Lackawanna,06/27/2020,4,9.1,1693,209674,1.9,4.4,807.4,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Crawford,02/15/2021,18,16.3,6260,84629,21.3,19.2,7397,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Pennsylvania,01/28/2021,8421,5644.6,836211,12801989,65.8,44.1,6531.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Fayette,10/17/2020,11,8.9,944,129274,8.5,6.9,730.2,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Luzerne,11/06/2020,100,71.7,6098,317417,31.5,22.6,1921.1,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Sullivan,01/03/2021,1,2.6,159,6066,16.5,42.4,2621.2,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Luzerne,03/07/2021,20,46.6,25339,317417,6.3,14.7,7982.9,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Somerset,09/05/2020,1,2.7,188,73447,1.4,3.7,256,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Warren,09/14/2020,0,0.7,45,39191,0,1.8,114.8,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Perry,03/22/2021,9,11.3,3111,46272,19.5,24.4,6723.3,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Lackawanna,11/09/2020,38,30.4,4196,209674,18.1,14.5,2001.2,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Bedford,08/16/2020,1,1.4,155,47888,2.1,3,323.7,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Washington,03/23/2021,84,51.6,14663,206865,40.6,24.9,7088.2,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Dauphin,12/04/2020,231,185.1,8946,278299,83,66.5,3214.5,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Monroe,09/19/2020,1,2.4,1789,170271,0.6,1.4,1050.7,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Northampton,03/15/2021,128,98.6,28304,305285,41.9,32.3,9271.3,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Clarion,02/09/2021,7,9.4,2593,38438,18.2,24.5,6745.9,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Erie,10/25/2020,20,18.6,2028,269728,7.4,6.9,751.9,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
McKean,12/25/2020,38,36.3,1573,40625,93.5,89.3,3872,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Philadelphia,03/01/2021,334,277.3,114032,1584064,21.1,17.5,7198.7,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
McKean,02/21/2021,1,5.7,3015,40625,2.5,14.1,7421.5,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Cambria,07/21/2020,2,5.7,195,130192,1.5,4.4,149.8,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Lycoming,03/31/2021,36,40.7,10273,113299,31.8,35.9,9067.2,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Warren,12/23/2020,20,44,1279,39191,51,112.3,3263.5,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
York,04/07/2021,155,149.6,40711,449058,34.5,33.3,9065.9,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Cumberland,01/17/2021,74,104.4,12717,253370,29.2,41.2,5019.1,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Beaver,02/16/2021,66,50,11788,163929,40.3,30.5,7190.9,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Adams,08/27/2020,15,5.7,614,103009,14.6,5.5,596.1,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Blair,12/09/2020,187,146.1,5648,121829,153.5,120,4636,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Union,02/18/2021,12,14.1,4954,44923,26.7,31.5,11027.8,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Butler,09/15/2020,15,8.1,969,187853,8,4.3,515.8,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Huntingdon,08/18/2020,1,4.4,345,45144,2.2,9.8,764.2,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Wyoming,04/11/2021,7,16.1,1638,26794,26.1,60.2,6113.3,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Cameron,04/03/2021,0,0.3,279,4447,0,6.4,6273.9,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Columbia,03/02/2021,24,11.4,4669,64964,36.9,17.6,7187.1,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Susquehanna,04/21/2021,15,16.3,2329,40328,37.2,40.4,5775.1,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
